ensembl_id,BR-A-Control,BR-A-Mutant,BR-B-Control,BR-B-Mutant,BR-C-Control,BR-C-Mutant,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000020687,2004,2013,1941,1985,2210,1765,Cdc27,protein_coding,1978.591189,-0.170797976,0.063456864,-2.691560314,0.007111864,0.44944289
ENSMUSG00000026779,48,33,46,27,51,24,Mastl,protein_coding,38.31094851,-0.241659821,0.090053379,-2.683517516,0.007285216,0.44944289
ENSMUSG00000029151,300,398,277,457,270,310,Slc30a3,protein_coding,331.2378065,0.248894209,0.092801512,2.682005967,0.007318215,0.44944289
ENSMUSG00000039278,269,311,198,359,223,289,Pcsk1n,protein_coding,271.6243255,0.253606771,0.094511354,2.68334713,0.007288929,0.44944289
ENSMUSG00000039470,591,785,613,696,543,767,Zdhhc2,protein_coding,660.7132337,0.215928148,0.080098663,2.695777164,0.007022463,0.44944289
ENSMUSG00000051251,271,155,214,257,260,164,Nhlh1,protein_coding,219.541514,-0.267545142,0.099670579,-2.684294043,0.007268315,0.44944289
ENSMUSG00000020917,1800,1664,2021,1949,1830,1618,Acly,protein_coding,1807.134787,-0.182621109,0.068191597,-2.678058851,0.007405021,0.449883484
ENSMUSG00000037111,785,744,813,786,849,703,Setd7,protein_coding,777.5038051,-0.194255921,0.072504474,-2.679226673,0.007379242,0.449883484
ENSMUSG00000029761,134,124,146,72,117,85,Cald1,protein_coding,113.2180428,-0.267931727,0.100149112,-2.675328037,0.007465616,0.45125079
ENSMUSG00000019878,728,572,682,712,701,605,Hsf2,protein_coding,664.4464421,-0.209544762,0.078379213,-2.673473663,0.007507017,0.451449904
ENSMUSG00000054034,117,156,81,147,88,137,Tceal5,protein_coding,119.4798137,0.268387234,0.100580068,2.668393849,0.007621486,0.4560189
ENSMUSG00000047368,273,245,305,246,284,232,Abhd17b,protein_coding,263.8186936,-0.245596041,0.092183407,-2.664210948,0.007716915,0.459408527
ENSMUSG00000004267,538,676,550,696,531,678,Eno2,protein_coding,606.5165553,0.201804554,0.076309587,2.644550456,0.008179951,0.476377577
ENSMUSG00000015396,17,45,29,45,12,39,Cd83,protein_coding,30.63762304,0.217920883,0.082396638,2.6447788,0.008174433,0.476377577
ENSMUSG00000024290,989,905,920,897,966,857,Rock1,protein_coding,919.220766,-0.180820818,0.068442388,-2.641941963,0.008243218,0.476377577
ENSMUSG00000028382,1044,1059,1134,1052,1243,1020,Ptbp3,protein_coding,1089.065767,-0.190497648,0.072103947,-2.641986403,0.008242136,0.476377577
ENSMUSG00000058881,576,474,537,602,639,451,Zfp516,protein_coding,544.526043,-0.226611502,0.085723113,-2.643528615,0.008204683,0.476377577
ENSMUSG00000074634,92,192,117,154,120,153,Gm7120,protein_coding,136.5070747,0.2660181,0.100427611,2.648854217,0.008076516,0.476377577
ENSMUSG00000037653,193,171,182,153,199,133,Kctd8,protein_coding,171.5800133,-0.259198897,0.098212162,-2.639173118,0.008310853,0.477954728
ENSMUSG00000020639,41,94,58,76,43,77,Pfn4,protein_coding,64.01542572,0.255697026,0.097038582,2.635003726,0.008413636,0.481528238
ENSMUSG00000024772,336,426,319,526,374,418,Ehd1,protein_coding,395.6659042,0.232420511,0.088338386,2.631025098,0.008512775,0.484859828
ENSMUSG00000003452,2001,1825,1971,1783,1832,1845,Bicd1,protein_coding,1870.518389,-0.164772761,0.062790005,-2.624187734,0.00868559,0.489753678
ENSMUSG00000030465,1164,1095,1213,1032,1080,1057,Psd3,protein_coding,1103.914334,-0.183961314,0.070193317,-2.620781031,0.008772859,0.489753678
ENSMUSG00000030554,118,62,141,68,97,110,Synm,protein_coding,99.89101015,-0.257538837,0.098299461,-2.619941505,0.008794485,0.489753678
ENSMUSG00000038374,246,296,189,350,223,267,Rbm8a,protein_coding,258.7158123,0.248826787,0.094989509,2.619518618,0.008805397,0.489753678
ENSMUSG00000092060,2658,2455,2633,2681,2540,2357,Bend4,protein_coding,2543.26527,-0.147332702,0.05622888,-2.62023185,0.008787,0.489753678
ENSMUSG00000054013,168,236,181,221,152,252,Tmem179,protein_coding,199.8984967,0.254663706,0.097307654,2.617098397,0.008868077,0.490935105
ENSMUSG00000001280,989,897,1033,1025,1065,923,Sp1,protein_coding,985.4697552,-0.184247088,0.070455553,-2.615082558,0.008920589,0.491545202
ENSMUSG00000073805,192,237,197,258,150,267,Fam196a,protein_coding,214.7945299,0.253769357,0.097248898,2.609483108,0.009067912,0.497349801
ENSMUSG00000060548,107,55,92,52,46,46,Tnfrsf19,protein_coding,66.4738723,-0.243352911,0.093597936,-2.599981596,0.009322876,0.508977476
ENSMUSG00000051627,128,176,71,158,117,155,Hist1h1e,protein_coding,132.4713589,0.261341397,0.100579611,2.598353634,0.009367197,0.509051296
ENSMUSG00000029516,219,184,297,158,196,207,Cit,protein_coding,210.6671651,-0.259584942,0.100011715,-2.595545362,0.009444094,0.509346226
ENSMUSG00000051065,545,659,493,749,590,671,Mb21d2,protein_coding,612.247805,0.206436843,0.079599059,2.593458335,0.009501605,0.509346226
ENSMUSG00000068739,666,832,647,880,650,745,Sars,protein_coding,730.0064866,0.190291076,0.073371897,2.593514443,0.009500055,0.509346226
ENSMUSG00000040043,168,131,138,152,202,104,Rbms2,protein_coding,148.8477251,-0.259704377,0.100442817,-2.585594308,0.009721127,0.516440347
ENSMUSG00000019990,23,24,15,45,19,60,Pde7b,protein_coding,30.57638178,0.20532224,0.079604289,2.579286159,0.009900473,0.518986325
ENSMUSG00000025529,1503,1462,1411,1347,1497,1330,Zfp711,protein_coding,1420.06628,-0.165895103,0.064290119,-2.580413702,0.009868202,0.518986325
ENSMUSG00000082286,259,166,213,226,240,186,Pisd-ps1,transcribed_unprocessed_pseudogene,214.5277748,-0.250644864,0.09711154,-2.580999791,0.009851464,0.518986325
ENSMUSG00000026730,216,256,268,174,291,180,Pter,protein_coding,230.8599599,-0.255974127,0.099359497,-2.576242163,0.009988067,0.520469549
ENSMUSG00000092607,108,200,108,174,152,173,Scnm1,protein_coding,150.8494928,0.258090909,0.100219572,2.575254563,0.010016634,0.520469549
ENSMUSG00000040118,1147,1073,1281,926,1003,1055,Cacna2d1,protein_coding,1079.381873,-0.208764451,0.081178089,-2.57168472,0.010120501,0.521696206
ENSMUSG00000046516,166,228,118,212,149,185,Cox17,protein_coding,174.2259444,0.254625996,0.099021646,2.571417538,0.010128313,0.521696206
ENSMUSG00000003847,3181,3168,3376,3360,3535,3122,Nfat5,protein_coding,3278.225286,-0.147119631,0.057602922,-2.55403072,0.010648386,0.523369761
ENSMUSG00000011831,475,409,481,444,448,394,Evi5,protein_coding,440.5770095,-0.210690122,0.082641633,-2.54944288,0.010789518,0.523369761
ENSMUSG00000020290,1830,1594,1662,1733,1901,1719,Xpo1,protein_coding,1734.124125,-0.16783681,0.065576901,-2.55938915,0.010485629,0.523369761
ENSMUSG00000021179,114,173,107,202,129,143,Nrde2,protein_coding,142.7740986,0.256267708,0.100072958,2.560808772,0.010442882,0.523369761
ENSMUSG00000023007,416,524,389,529,396,487,Prpf40b,protein_coding,452.727196,0.2080512,0.081416469,2.555394526,0.01060675,0.523369761
ENSMUSG00000023104,160,227,106,194,149,185,Rfc2,protein_coding,168.1735902,0.252858557,0.099852681,2.532316142,0.011331178,0.523369761
ENSMUSG00000024427,14,62,34,37,19,45,Spry4,protein_coding,34.67173518,0.208870887,0.082425304,2.534062684,0.011274856,0.523369761
ENSMUSG00000025854,356,456,330,477,357,420,Fam20c,protein_coding,395.5521844,0.214915631,0.084389896,2.546698622,0.010874731,0.523369761
ENSMUSG00000030256,73,54,82,40,69,55,Bhlhe41,protein_coding,62.42248516,-0.247711572,0.096919909,-2.555837854,0.010593247,0.523369761
ENSMUSG00000034683,43,74,45,58,26,76,Ppp1r1c,protein_coding,53.0285165,0.239049943,0.093250474,2.563525229,0.010361517,0.523369761
ENSMUSG00000035992,548,559,589,531,632,494,Fnip1,protein_coding,557.3555537,-0.204898066,0.080728687,-2.538107269,0.011145382,0.523369761
ENSMUSG00000036775,91,136,92,152,94,127,Decr2,protein_coding,113.9529926,0.254844575,0.100463761,2.536681606,0.011190868,0.523369761
ENSMUSG00000038538,4634,4442,4511,4694,4739,4362,Ubn2,protein_coding,4544.558753,-0.128068721,0.050139149,-2.554265951,0.010641194,0.523369761
ENSMUSG00000041408,1546,1569,1597,1547,1616,1380,Wapal,protein_coding,1536.527716,-0.160038361,0.062780884,-2.549157501,0.010798352,0.523369761
ENSMUSG00000046999,33,53,31,80,33,48,1110032F04Rik,protein_coding,45.4966449,0.232439115,0.091785715,2.532410573,0.011328126,0.523369761
ENSMUSG00000051747,164,141,190,121,179,155,Ttn,protein_coding,158.5744573,-0.253778607,0.099683433,-2.545845368,0.010901347,0.523369761
ENSMUSG00000053519,613,633,783,542,591,550,Kcnip1,protein_coding,617.8962221,-0.223310577,0.088142996,-2.533503351,0.011292866,0.523369761
ENSMUSG00000054723,43,88,49,67,48,83,Vmac,protein_coding,62.294804,0.245979319,0.097114132,2.532889033,0.011312676,0.523369761
ENSMUSG00000055078,148,130,171,91,113,96,Gabra5,protein_coding,124.9851317,-0.256822545,0.100467935,-2.556263784,0.010580288,0.523369761
ENSMUSG00000055322,105,112,117,63,121,65,Tns1,protein_coding,97.31514152,-0.253627715,0.099163268,-2.557678048,0.01053736,0.523369761
ENSMUSG00000056972,487,575,341,692,515,544,Magel2,protein_coding,519.7086794,0.234252794,0.092085573,2.543859877,0.010963506,0.523369761
ENSMUSG00000071862,936,965,1023,899,1011,874,Lrrtm2,protein_coding,948.6242619,-0.18223146,0.071659515,-2.54301834,0.010989946,0.523369761
ENSMUSG00000073154,47,27,40,14,28,19,9330158H04Rik,processed_transcript,29.34444468,-0.207579607,0.081390082,-2.550428793,0.01075905,0.523369761
ENSMUSG00000073664,1273,1305,1339,1202,1298,1143,Nbeal1,protein_coding,1255.833225,-0.171265971,0.067041217,-2.554636972,0.01062986,0.523369761
ENSMUSG00000089827,90,147,122,161,93,150,1700023H06Rik,processed_transcript,125.8217717,0.254445254,0.100506765,2.531623151,0.011353594,0.523369761
ENSMUSG00000089889,31,61,32,61,27,46,0610040B10Rik,antisense,42.29687603,0.232936629,0.091762817,2.538464238,0.011134018,0.523369761
ENSMUSG00000090086,360,471,318,358,271,471,AI480526,lincRNA,371.8306759,0.240666823,0.095051834,2.531953506,0.011342903,0.523369761
ENSMUSG00000021536,283,260,306,221,251,220,Adcy2,protein_coding,256.5269568,-0.239204936,0.094672841,-2.52664792,0.011515688,0.523555504
ENSMUSG00000027849,528,520,601,549,563,436,Syt6,protein_coding,531.1215477,-0.209955961,0.0831154,-2.526077731,0.011534396,0.523555504
ENSMUSG00000032030,1477,1455,1509,1489,1559,1362,Cul5,protein_coding,1469.621595,-0.156533253,0.061885166,-2.529414778,0.011425292,0.523555504
ENSMUSG00000075700,652,681,756,623,694,588,Selt,protein_coding,664.0131197,-0.201058997,0.079571197,-2.52678112,0.011511322,0.523555504
ENSMUSG00000025979,834,806,776,779,931,734,Mob4,protein_coding,807.3766302,-0.189660486,0.075384807,-2.515898019,0.011872953,0.535386068
ENSMUSG00000031109,171,129,144,119,167,131,Enox2,protein_coding,143.4638683,-0.250520798,0.099642741,-2.514190152,0.011930609,0.535386068
ENSMUSG00000032299,180,243,174,251,160,217,Commd4,protein_coding,202.003525,0.241118409,0.09590063,2.514252603,0.011928496,0.535386068
ENSMUSG00000035835,1198,1409,1113,1520,1233,1375,Lppr3,protein_coding,1297.340343,0.162239918,0.064575718,2.512398203,0.01199137,0.536082094
ENSMUSG00000021254,328,445,282,469,314,329,Gpatch2l,protein_coding,356.9067817,0.230567368,0.09191199,2.508566811,0.012122204,0.537871734
ENSMUSG00000052369,30,56,30,40,23,64,Tmem106c,protein_coding,40.04523701,0.222703422,0.088744188,2.509498666,0.012090267,0.537871734
ENSMUSG00000025094,150,143,160,128,170,106,Slc18a2,protein_coding,142.6694303,-0.250224663,0.099874027,-2.505402759,0.012231203,0.540683048
ENSMUSG00000015829,289,302,414,298,379,305,Tnr,protein_coding,331.1225762,-0.237085097,0.094767738,-2.501749041,0.012358149,0.544263912
ENSMUSG00000036006,504,627,443,555,383,550,Fam65b,protein_coding,505.7127947,0.21599769,0.086400976,2.49994501,0.012421259,0.544348872
ENSMUSG00000054178,136,119,184,108,156,137,Gm9938,protein_coding,140.3297564,-0.251161949,0.10050217,-2.499069901,0.012451975,0.544348872
ENSMUSG00000030983,197,298,216,282,234,298,Bccip,protein_coding,251.975552,0.234091808,0.093928872,2.492224198,0.012694588,0.552914641
ENSMUSG00000035173,1550,1507,1501,1512,1579,1385,Ccdc186,protein_coding,1499.678663,-0.151754358,0.060947321,-2.489926639,0.012776947,0.553395982
ENSMUSG00000038486,1735,2054,1500,2074,1714,1855,Sv2a,protein_coding,1806.718651,0.157469932,0.063258418,2.48931189,0.012799063,0.553395982
ENSMUSG00000039457,30,33,39,19,66,21,Ppl,protein_coding,34.88598162,-0.204716633,0.082298448,-2.4874908,0.012864778,0.55421464
ENSMUSG00000091474,290,238,237,234,278,206,2610021A01Rik,protein_coding,246.5093903,-0.233576181,0.093950224,-2.486169504,0.012912645,0.554261232
ENSMUSG00000038784,983,974,1065,993,1024,897,Cnot4,protein_coding,985.9530913,-0.171546937,0.069173301,-2.479958815,0.013139756,0.560095083
ENSMUSG00000043252,298,278,323,300,354,260,Tmem64,protein_coding,301.4914546,-0.225660295,0.090996906,-2.479867785,0.013143111,0.560095083
ENSMUSG00000008305,941,888,947,793,938,905,Tle1,protein_coding,900.1848574,-0.184872481,0.075091158,-2.461974035,0.013817467,0.564467349
ENSMUSG00000022200,995,972,936,906,1047,885,Golph3,protein_coding,953.6620775,-0.174603668,0.070674403,-2.470536149,0.013491068,0.564467349
ENSMUSG00000022223,166,239,155,279,199,211,Sdr39u1,protein_coding,205.7299446,0.241247084,0.097571091,2.472526246,0.013416186,0.564467349
ENSMUSG00000028420,174,136,167,123,132,111,Tmem38b,protein_coding,140.3631033,-0.246899586,0.10014702,-2.465371278,0.013687134,0.564467349
ENSMUSG00000029126,1338,1428,893,1518,1189,1419,Nsg1,protein_coding,1285.212358,0.202942512,0.082404011,2.462774684,0.013786652,0.564467349
ENSMUSG00000031342,1496,1481,1685,1574,1504,1332,Gpm6b,protein_coding,1506.333332,-0.168022066,0.068246373,-2.46199263,0.013816751,0.564467349
ENSMUSG00000031365,530,495,527,484,520,444,Zfp275,protein_coding,498.4757395,-0.197266941,0.079791404,-2.472283118,0.013425315,0.564467349
ENSMUSG00000032328,1208,1167,1136,1108,1209,1064,Tmem30a,protein_coding,1144.508596,-0.162930058,0.066009786,-2.468271275,0.013576739,0.564467349
ENSMUSG00000036782,2531,2879,2214,2792,1960,2554,Klhl13,protein_coding,2467.08572,0.171188322,0.069379884,2.4674057,0.013609606,0.564467349
ENSMUSG00000045731,594,570,415,732,438,618,Pnoc,protein_coding,555.2013266,0.223722095,0.090719927,2.466074473,0.013660293,0.564467349
ENSMUSG00000064264,144,173,93,221,151,180,Zfp428,protein_coding,158.3032316,0.247393821,0.100438542,2.463136331,0.013772754,0.564467349
ENSMUSG00000056515,479,600,380,644,517,543,Rab31,protein_coding,521.8571847,0.211754331,0.086404215,2.450740751,0.014256259,0.580391413
ENSMUSG00000017418,2428,2389,2288,2327,2789,2332,Arl5b,protein_coding,2417.528073,-0.162691031,0.066536319,-2.445146233,0.014479342,0.583864417
ENSMUSG00000027273,2308,2232,2276,2207,2216,2110,Snap25,protein_coding,2216.169329,-0.137672313,0.0562769,-2.446337886,0.014431568,0.583864417
ENSMUSG00000061603,4310,4392,4824,4607,4533,4149,Akap6,protein_coding,4451.94605,-0.140151323,0.057324058,-2.444895338,0.014489418,0.583864417
ENSMUSG00000020143,56,36,55,46,59,27,Dock2,protein_coding,46.52630775,-0.226803987,0.092896307,-2.441474724,0.014627412,0.587426959
ENSMUSG00000038014,720,709,796,689,725,657,Fam120a,protein_coding,713.9926358,-0.184325655,0.075554523,-2.439637582,0.014702003,0.588427809
ENSMUSG00000017724,21,42,43,60,26,73,Etv4,protein_coding,43.67718271,0.211986952,0.087088118,2.434166195,0.01492614,0.591976927
ENSMUSG00000045414,536,591,601,545,694,484,1190002N15Rik,protein_coding,573.6557611,-0.209044509,0.085903142,-2.433490832,0.014954014,0.591976927
ENSMUSG00000075334,150,184,110,259,172,190,Rprm,protein_coding,175.1942964,0.243963438,0.100288874,2.432607215,0.014990553,0.591976927
ENSMUSG00000078517,271,358,250,367,275,322,Emc1,protein_coding,304.1714548,0.217576779,0.089370339,2.434552446,0.014910219,0.591976927
ENSMUSG00000034595,214,243,157,321,216,255,Ppp1r18,protein_coding,231.5978459,0.237090374,0.097720195,2.426216748,0.015257155,0.600503377
ENSMUSG00000037416,1752,1521,1703,1566,1682,1720,Dmxl1,protein_coding,1653.145099,-0.164650363,0.067934613,-2.423659381,0.015365009,0.602745915
ENSMUSG00000052539,1240,1169,1274,1237,1163,1047,Magi3,protein_coding,1183.519868,-0.164224425,0.067816068,-2.421615265,0.0154517,0.604146167
ENSMUSG00000026289,421,571,441,550,458,553,Atg16l1,protein_coding,495.0237068,0.196280061,0.081160998,2.418403751,0.015588769,0.606707547
ENSMUSG00000031429,205,232,151,270,179,237,Psmd10,protein_coding,210.0165073,0.23439688,0.096950999,2.417684021,0.015619634,0.606707547
ENSMUSG00000016984,165,130,156,127,167,135,Etaa1,protein_coding,146.6071281,-0.239460533,0.099198023,-2.413964764,0.015779988,0.610933076
ENSMUSG00000021546,1432,1393,1421,1396,1552,1380,Hnrnpk,protein_coding,1424.213214,-0.1549954,0.064332657,-2.409280243,0.015984019,0.611748386
ENSMUSG00000022054,3715,3442,4089,3755,3954,3915,Nefm,protein_coding,3801.668484,-0.155932813,0.064736196,-2.408742293,0.016007597,0.611748386
ENSMUSG00000029833,1942,1948,2039,2062,2200,1874,Trim24,protein_coding,2003.249292,-0.150271375,0.062366876,-2.409474125,0.015975529,0.611748386
ENSMUSG00000048349,781,921,1011,701,901,749,Pou4f1,protein_coding,842.897981,-0.210240728,0.087250041,-2.409634731,0.015968499,0.611748386
ENSMUSG00000040467,100,51,88,80,118,86,4921522P10Rik,protein_coding,87.33512815,-0.237787588,0.098786489,-2.407086139,0.016080377,0.612553765
ENSMUSG00000025371,66,88,50,111,62,85,Chmp6,protein_coding,75.91308033,0.238445089,0.099172126,2.404355918,0.016200991,0.61517033
ENSMUSG00000017692,119,54,99,94,107,87,Rhbdl3,protein_coding,93.3859419,-0.238606028,0.099483129,-2.398457222,0.0164643,0.620812169
ENSMUSG00000058153,1088,1193,950,1278,909,1142,Sez6l,protein_coding,1083.95618,0.169169806,0.070560528,2.397513318,0.016506781,0.620812169
ENSMUSG00000067722,347,493,415,543,404,470,BC003965,protein_coding,441.3688359,0.205891837,0.085807381,2.399465342,0.016419034,0.620812169
ENSMUSG00000001911,69,50,71,29,35,25,Nfix,protein_coding,46.64654042,-0.207960034,0.08691132,-2.392784197,0.016721073,0.623397744
ENSMUSG00000037608,3192,3380,3414,3284,3549,3099,Bclaf1,protein_coding,3307.244538,-0.139620591,0.058357273,-2.392513972,0.016733391,0.623397744
ENSMUSG00000062184,182,298,158,239,216,237,Hs6st2,protein_coding,219.4070665,0.234364131,0.097912303,2.393612687,0.016683356,0.623397744
ENSMUSG00000055069,53,41,63,46,74,40,Rab39,protein_coding,52.95286687,-0.227361005,0.095108856,-2.390534528,0.016823867,0.624803618
ENSMUSG00000020300,2644,2624,2536,2501,2727,2488,Cpeb4,protein_coding,2576.989313,-0.136877918,0.05729492,-2.389006172,0.016894019,0.625448243
ENSMUSG00000062542,30,37,33,58,21,65,Syt9,protein_coding,40.15594964,0.20923057,0.087631542,2.387617114,0.016957999,0.625861094
ENSMUSG00000022076,207,211,220,207,286,167,Klhl1,protein_coding,215.9095791,-0.234059652,0.098188311,-2.383783252,0.017135692,0.626563392
ENSMUSG00000074994,1692,1702,1847,1614,1676,1618,Qser1,protein_coding,1686.294058,-0.155258746,0.065086808,-2.385410353,0.01706008,0.626563392
ENSMUSG00000089726,266,222,283,257,419,298,Mir17hg,lincRNA,291.0344086,-0.23689725,0.099378291,-2.38379276,0.017135249,0.626563392
ENSMUSG00000087385,36,56,33,50,18,56,AA415398,protein_coding,40.9375932,0.211666453,0.089074793,2.376277796,0.017488291,0.637488565
ENSMUSG00000028937,612,721,573,808,585,674,Acot7,protein_coding,656.1517797,0.180391668,0.075986162,2.374006852,0.017596224,0.639455414
ENSMUSG00000022194,404,480,402,564,414,509,Pabpn1,protein_coding,458.1439652,0.196742699,0.082954045,2.371707121,0.01770612,0.641481345
ENSMUSG00000030207,921,1038,779,1007,815,1052,8430419L09Rik,protein_coding,928.1193138,0.173674706,0.073379258,2.366809235,0.017942178,0.648051786
ENSMUSG00000028341,97,53,87,72,75,61,Nr4a3,protein_coding,74.18004761,-0.23394777,0.098917697,-2.365074978,0.018026421,0.649115531
ENSMUSG00000020189,1249,1298,1236,1103,1272,1106,Osbpl8,protein_coding,1206.74863,-0.167142227,0.070723531,-2.363318473,0.018112097,0.650224298
ENSMUSG00000003934,497,578,393,608,435,507,Efnb3,protein_coding,497.987296,0.198639074,0.08412636,2.361198961,0.018215955,0.651171999
ENSMUSG00000053641,635,558,598,601,636,558,Dennd4a,protein_coding,595.6813102,-0.180440376,0.076440346,-2.360538459,0.018248426,0.651171999
ENSMUSG00000060126,99,134,67,110,84,135,Tpt1,protein_coding,103.7400097,0.236373676,0.100374046,2.354928238,0.018526283,0.657128371
